"","...1","date","locality","startTime","endTime","windowCount","window","plantID","plantSpecies","pollinatorSpecies","pollinatorID","inflorescencesVisited","Inflorescences total","notes","observers","year","month","day","treatment","beach","city","latitude","longitude","funcgroup","status","plantStatus","hoursperday","visitsperhr"
"1992",2672,2018-05-26,"1",1899-12-31 09:06:00,1899-12-31 11:06:00,6,5,NA,"Scaevola plumieri","Syrphidae",NA,1,60,"middune","Ricardo, Rodriguez, Tania Gonzalez",2018,5,26,"after","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","fly","unknown","native",2,0.5
"1993",2673,2018-05-26,"1",1899-12-31 09:06:00,1899-12-31 11:06:00,6,5,NA,"Scaevola plumieri","Chrysomelidae",NA,1,60,"middune","Ricardo, Rodriguez, Tania Gonzalez",2018,5,26,"after","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","beetle","unknown","native",2,0.5
"1994",2674,2018-05-26,"1",1899-12-31 09:06:00,1899-12-31 11:06:00,6,6,NA,"Chrysobalanus icaco","Campsomeris trifasciata",NA,1,80,"backdune","Ricardo, Rodriguez, Tania Gonzalez",2018,5,26,"after","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","wasp","native","native",2,0.5
"1995",2675,2018-05-26,"1",1899-12-31 09:06:00,1899-12-31 11:06:00,6,6,NA,"Chrysobalanus icaco","Chrysomelidae",NA,1,80,"backdune","Ricardo, Rodriguez, Tania Gonzalez",2018,5,26,"after","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","beetle","unknown","native",2,0.5
"1996",2676,2018-05-26,"1",1899-12-31 09:06:00,1899-12-31 11:06:00,6,6,NA,"Chrysobalanus icaco","Campsomeris trifasciata",NA,1,80,"backdune","Ricardo, Rodriguez, Tania Gonzalez",2018,5,26,"after","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","wasp","native","native",2,0.5
"1997",2677,2018-05-26,"1",1899-12-31 09:06:00,1899-12-31 11:06:00,6,6,NA,"Chrysobalanus icaco","Campsomeris dorsata",NA,1,80,"backdune","Ricardo, Rodriguez, Tania Gonzalez",2018,5,26,"after","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","wasp","native","native",2,0.5
"1998",2678,2018-05-26,"1",1899-12-31 09:06:00,1899-12-31 11:06:00,6,6,NA,"Chrysobalanus icaco","Campsomeris trifasciata",NA,1,80,"backdune","Ricardo, Rodriguez, Tania Gonzalez",2018,5,26,"after","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","wasp","native","native",2,0.5
"1999",2679,2018-05-26,"1",1899-12-31 09:06:00,1899-12-31 11:06:00,6,6,NA,"Chrysobalanus icaco","Chrysomelidae",NA,1,80,"backdune","Ricardo, Rodriguez, Tania Gonzalez",2018,5,26,"after","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","beetle","unknown","native",2,0.5
"2000",2680,2018-09-02,"1",1899-12-31 09:05:00,1899-12-31 11:39:00,19,1,NA,"Ipomoea pes-caprae","Campsomeris dorsata","#66",1,8,"foredune","Ricardo Rodriguez, Josue Gonzalez, Alec Moreira, Nicole Martinez, James Ackerman, Katherine Grossman, Sarah Cabiya, Amanda Figueroa, Adriana de Jesus",2018,9,2,"after","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","wasp","native","non-native",2.56666666666667,0.38961038961039
"2001",2681,2018-09-02,"1",1899-12-31 09:05:00,1899-12-31 11:39:00,19,2,NA,"Lantana involucrata","Campsomeris dorsata",NA,4,70,"middune","Ricardo Rodriguez, Josue Gonzalez, Alec Moreira, Nicole Martinez, James Ackerman, Katherine Grossman, Sarah Cabiya, Amanda Figueroa, Adriana de Jesus",2018,9,2,"after","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","wasp","native","native",2.56666666666667,1.55844155844156
"2002",2682,2018-09-02,"1",1899-12-31 09:05:00,1899-12-31 11:39:00,19,3,NA,"Bidens alba","Apis mellifera",NA,1,14,"middune","Ricardo Rodriguez, Josue Gonzalez, Alec Moreira, Nicole Martinez, James Ackerman, Katherine Grossman, Sarah Cabiya, Amanda Figueroa, Adriana de Jesus",2018,9,2,"after","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","non-native","native",2.56666666666667,0.38961038961039
"2003",2683,2018-09-02,"1",1899-12-31 09:05:00,1899-12-31 11:39:00,19,3,NA,"Bidens alba","Apis mellifera",NA,2,14,"middune","Ricardo Rodriguez, Josue Gonzalez, Alec Moreira, Nicole Martinez, James Ackerman, Katherine Grossman, Sarah Cabiya, Amanda Figueroa, Adriana de Jesus",2018,9,2,"after","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","non-native","native",2.56666666666667,0.779220779220779
"2004",2684,2018-09-02,"1",1899-12-31 09:05:00,1899-12-31 11:39:00,19,3,NA,"Bidens alba","Apis mellifera",NA,3,14,"middune","Ricardo Rodriguez, Josue Gonzalez, Alec Moreira, Nicole Martinez, James Ackerman, Katherine Grossman, Sarah Cabiya, Amanda Figueroa, Adriana de Jesus",2018,9,2,"after","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","non-native","native",2.56666666666667,1.16883116883117
"2005",2685,2018-09-02,"1",1899-12-31 09:05:00,1899-12-31 11:39:00,19,3,NA,"Bidens alba","Apis mellifera",NA,3,14,"middune","Ricardo Rodriguez, Josue Gonzalez, Alec Moreira, Nicole Martinez, James Ackerman, Katherine Grossman, Sarah Cabiya, Amanda Figueroa, Adriana de Jesus",2018,9,2,"after","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","non-native","native",2.56666666666667,1.16883116883117
"2006",2686,2018-09-02,"1",1899-12-31 09:05:00,1899-12-31 11:39:00,19,3,NA,"Bidens alba","Campsomeris trifasciata","#67",3,14,"middune","Ricardo Rodriguez, Josue Gonzalez, Alec Moreira, Nicole Martinez, James Ackerman, Katherine Grossman, Sarah Cabiya, Amanda Figueroa, Adriana de Jesus",2018,9,2,"after","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","wasp","native","native",2.56666666666667,1.16883116883117
"2007",2687,2018-09-02,"1",1899-12-31 09:05:00,1899-12-31 11:39:00,19,3,NA,"Bidens alba","Apis mellifera",NA,1,14,"middune","Ricardo Rodriguez, Josue Gonzalez, Alec Moreira, Nicole Martinez, James Ackerman, Katherine Grossman, Sarah Cabiya, Amanda Figueroa, Adriana de Jesus",2018,9,2,"after","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","non-native","native",2.56666666666667,0.38961038961039
"2008",2688,2018-09-02,"1",1899-12-31 09:05:00,1899-12-31 11:39:00,19,3,NA,"Bidens alba","Campsomeris trifasciata",NA,3,14,"middune","Ricardo Rodriguez, Josue Gonzalez, Alec Moreira, Nicole Martinez, James Ackerman, Katherine Grossman, Sarah Cabiya, Amanda Figueroa, Adriana de Jesus",2018,9,2,"after","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","wasp","native","native",2.56666666666667,1.16883116883117
"2009",2689,2018-09-02,"1",1899-12-31 09:05:00,1899-12-31 11:39:00,19,3,NA,"Bidens alba","Campsomeris trifasciata",NA,1,14,"middune","Ricardo Rodriguez, Josue Gonzalez, Alec Moreira, Nicole Martinez, James Ackerman, Katherine Grossman, Sarah Cabiya, Amanda Figueroa, Adriana de Jesus",2018,9,2,"after","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","wasp","native","native",2.56666666666667,0.38961038961039
"2010",2690,2018-09-02,"1",1899-12-31 09:05:00,1899-12-31 11:39:00,19,3,NA,"Bidens alba","Campsomeris trifasciata",NA,3,14,"middune","Ricardo Rodriguez, Josue Gonzalez, Alec Moreira, Nicole Martinez, James Ackerman, Katherine Grossman, Sarah Cabiya, Amanda Figueroa, Adriana de Jesus",2018,9,2,"after","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","wasp","native","native",2.56666666666667,1.16883116883117
"2011",2691,2018-09-02,"1",1899-12-31 09:05:00,1899-12-31 11:39:00,19,3,NA,"Bidens alba","Apis mellifera",NA,9,14,"middune","Ricardo Rodriguez, Josue Gonzalez, Alec Moreira, Nicole Martinez, James Ackerman, Katherine Grossman, Sarah Cabiya, Amanda Figueroa, Adriana de Jesus",2018,9,2,"after","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","non-native","native",2.56666666666667,3.50649350649351
"2012",2692,2018-09-02,"1",1899-12-31 09:05:00,1899-12-31 11:39:00,19,3,NA,"Bidens alba","Campsomeris trifasciata",NA,3,14,"middune","Ricardo Rodriguez, Josue Gonzalez, Alec Moreira, Nicole Martinez, James Ackerman, Katherine Grossman, Sarah Cabiya, Amanda Figueroa, Adriana de Jesus",2018,9,2,"after","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","wasp","native","native",2.56666666666667,1.16883116883117
"2013",2693,2018-09-02,"1",1899-12-31 09:05:00,1899-12-31 11:39:00,19,3,NA,"Bidens alba","Campsomeris trifasciata",NA,1,14,"middune","Ricardo Rodriguez, Josue Gonzalez, Alec Moreira, Nicole Martinez, James Ackerman, Katherine Grossman, Sarah Cabiya, Amanda Figueroa, Adriana de Jesus",2018,9,2,"after","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","wasp","native","native",2.56666666666667,0.38961038961039
"2014",2694,2018-09-02,"1",1899-12-31 09:05:00,1899-12-31 11:39:00,19,3,NA,"Bidens alba","Campsomeris trifasciata",NA,2,14,"middune","Ricardo Rodriguez, Josue Gonzalez, Alec Moreira, Nicole Martinez, James Ackerman, Katherine Grossman, Sarah Cabiya, Amanda Figueroa, Adriana de Jesus",2018,9,2,"after","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","wasp","native","native",2.56666666666667,0.779220779220779
"2015",2695,2018-09-02,"1",1899-12-31 09:05:00,1899-12-31 11:39:00,19,4,NA,"Stachytarpheta jamaicensis","Aphrissa statira cubana",NA,2,7,"backdune","Ricardo Rodriguez, Josue Gonzalez, Alec Moreira, Nicole Martinez, James Ackerman, Katherine Grossman, Sarah Cabiya, Amanda Figueroa, Adriana de Jesus",2018,9,2,"after","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","butterfly","native","native",2.56666666666667,0.779220779220779
"2016",2696,2018-09-02,"1",1899-12-31 09:05:00,1899-12-31 11:39:00,19,4,NA,"Stachytarpheta jamaicensis","Agraulis vanillae insularis",NA,3,7,"backdune","Ricardo Rodriguez, Josue Gonzalez, Alec Moreira, Nicole Martinez, James Ackerman, Katherine Grossman, Sarah Cabiya, Amanda Figueroa, Adriana de Jesus",2018,9,2,"after","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","butterfly","native","native",2.56666666666667,1.16883116883117
"2017",2697,2018-09-02,"1",1899-12-31 09:05:00,1899-12-31 11:39:00,19,4,NA,"Stachytarpheta jamaicensis","Agraulis vanillae insularis",NA,2,7,"backdune","Ricardo Rodriguez, Josue Gonzalez, Alec Moreira, Nicole Martinez, James Ackerman, Katherine Grossman, Sarah Cabiya, Amanda Figueroa, Adriana de Jesus",2018,9,2,"after","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","butterfly","native","native",2.56666666666667,0.779220779220779
"2018",2698,2018-09-02,"1",1899-12-31 09:05:00,1899-12-31 11:39:00,19,4,NA,"Stachytarpheta jamaicensis","Agraulis vanillae insularis",NA,2,7,"backdune","Ricardo Rodriguez, Josue Gonzalez, Alec Moreira, Nicole Martinez, James Ackerman, Katherine Grossman, Sarah Cabiya, Amanda Figueroa, Adriana de Jesus",2018,9,2,"after","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","butterfly","native","native",2.56666666666667,0.779220779220779
"2019",2699,2018-09-02,"1",1899-12-31 09:05:00,1899-12-31 11:39:00,19,4,NA,"Stachytarpheta jamaicensis","Centris decolorata",NA,1,7,"backdune","Ricardo Rodriguez, Josue Gonzalez, Alec Moreira, Nicole Martinez, James Ackerman, Katherine Grossman, Sarah Cabiya, Amanda Figueroa, Adriana de Jesus",2018,9,2,"after","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","native","native",2.56666666666667,0.38961038961039
"2020",2700,2018-09-02,"1",1899-12-31 09:05:00,1899-12-31 11:39:00,19,5,NA,"Bidens alba","Apis mellifera",NA,1,35,"backdune","Ricardo Rodriguez, Josue Gonzalez, Alec Moreira, Nicole Martinez, James Ackerman, Katherine Grossman, Sarah Cabiya, Amanda Figueroa, Adriana de Jesus",2018,9,2,"after","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","non-native","native",2.56666666666667,0.38961038961039
"2021",2701,2018-09-02,"1",1899-12-31 09:05:00,1899-12-31 11:39:00,19,5,NA,"Bidens alba","Apis mellifera",NA,3,35,"backdune","Ricardo Rodriguez, Josue Gonzalez, Alec Moreira, Nicole Martinez, James Ackerman, Katherine Grossman, Sarah Cabiya, Amanda Figueroa, Adriana de Jesus",2018,9,2,"after","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","non-native","native",2.56666666666667,1.16883116883117
"2022",2702,2018-09-02,"1",1899-12-31 09:05:00,1899-12-31 11:39:00,19,5,NA,"Bidens alba","Apis mellifera",NA,1,35,"backdune","Ricardo Rodriguez, Josue Gonzalez, Alec Moreira, Nicole Martinez, James Ackerman, Katherine Grossman, Sarah Cabiya, Amanda Figueroa, Adriana de Jesus",2018,9,2,"after","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","non-native","native",2.56666666666667,0.38961038961039
"2023",2703,2018-09-02,"1",1899-12-31 09:05:00,1899-12-31 11:39:00,19,5,NA,"Bidens alba","Apis mellifera",NA,1,35,"backdune","Ricardo Rodriguez, Josue Gonzalez, Alec Moreira, Nicole Martinez, James Ackerman, Katherine Grossman, Sarah Cabiya, Amanda Figueroa, Adriana de Jesus",2018,9,2,"after","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","non-native","native",2.56666666666667,0.38961038961039
"2024",2705,2018-09-02,"1",1899-12-31 09:05:00,1899-12-31 11:39:00,19,8,NA,"Stachytarpheta jamaicensis","Agraulis vanillae insularis",NA,1,NA,"backdune","Ricardo Rodriguez, Josue Gonzalez, Alec Moreira, Nicole Martinez, James Ackerman, Katherine Grossman, Sarah Cabiya, Amanda Figueroa, Adriana de Jesus",2018,9,2,"after","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","butterfly","native","native",2.56666666666667,0.38961038961039
"2025",2707,2018-09-02,"1",1899-12-31 09:05:00,1899-12-31 11:39:00,19,10,NA,"Bidens alba","Apis mellifera",NA,1,NA,"backdune","Ricardo Rodriguez, Josue Gonzalez, Alec Moreira, Nicole Martinez, James Ackerman, Katherine Grossman, Sarah Cabiya, Amanda Figueroa, Adriana de Jesus",2018,9,2,"after","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","non-native","native",2.56666666666667,0.38961038961039
"2026",2708,2018-09-02,"1",1899-12-31 09:05:00,1899-12-31 11:39:00,19,10,NA,"Bidens alba","Apis mellifera",NA,1,NA,"backdune","Ricardo Rodriguez, Josue Gonzalez, Alec Moreira, Nicole Martinez, James Ackerman, Katherine Grossman, Sarah Cabiya, Amanda Figueroa, Adriana de Jesus",2018,9,2,"after","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","non-native","native",2.56666666666667,0.38961038961039
"2027",2709,2018-09-02,"1",1899-12-31 09:05:00,1899-12-31 11:39:00,19,10,NA,"Bidens alba","Campsomeris trifasciata","#70",1,NA,"backdune","Ricardo Rodriguez, Josue Gonzalez, Alec Moreira, Nicole Martinez, James Ackerman, Katherine Grossman, Sarah Cabiya, Amanda Figueroa, Adriana de Jesus",2018,9,2,"after","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","wasp","native","native",2.56666666666667,0.38961038961039
"2028",2710,2018-09-02,"1",1899-12-31 09:05:00,1899-12-31 11:39:00,19,10,NA,"Bidens alba","Campsomeris trifasciata",NA,1,NA,"backdune","Ricardo Rodriguez, Josue Gonzalez, Alec Moreira, Nicole Martinez, James Ackerman, Katherine Grossman, Sarah Cabiya, Amanda Figueroa, Adriana de Jesus",2018,9,2,"after","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","wasp","native","native",2.56666666666667,0.38961038961039
"2029",2711,2018-09-02,"1",1899-12-31 09:05:00,1899-12-31 11:39:00,19,10,NA,"Bidens alba","Campsomeris trifasciata",NA,1,NA,"backdune","Ricardo Rodriguez, Josue Gonzalez, Alec Moreira, Nicole Martinez, James Ackerman, Katherine Grossman, Sarah Cabiya, Amanda Figueroa, Adriana de Jesus",2018,9,2,"after","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","wasp","native","native",2.56666666666667,0.38961038961039
"2030",2712,2018-09-02,"1",1899-12-31 09:05:00,1899-12-31 11:39:00,19,10,NA,"Bidens alba","Campsomeris dorsata",NA,1,NA,"backdune","Ricardo Rodriguez, Josue Gonzalez, Alec Moreira, Nicole Martinez, James Ackerman, Katherine Grossman, Sarah Cabiya, Amanda Figueroa, Adriana de Jesus",2018,9,2,"after","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","wasp","native","native",2.56666666666667,0.38961038961039
"2031",2713,2018-09-02,"1",1899-12-31 09:05:00,1899-12-31 11:39:00,19,10,NA,"Bidens alba","Campsomeris dorsata",NA,1,NA,"backdune","Ricardo Rodriguez, Josue Gonzalez, Alec Moreira, Nicole Martinez, James Ackerman, Katherine Grossman, Sarah Cabiya, Amanda Figueroa, Adriana de Jesus",2018,9,2,"after","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","wasp","native","native",2.56666666666667,0.38961038961039
"2032",2714,2018-09-02,"1",1899-12-31 09:05:00,1899-12-31 11:39:00,19,11,NA,"Bidens alba","Apis mellifera",NA,1,NA,"backdune","Ricardo Rodriguez, Josue Gonzalez, Alec Moreira, Nicole Martinez, James Ackerman, Katherine Grossman, Sarah Cabiya, Amanda Figueroa, Adriana de Jesus",2018,9,2,"after","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","non-native","native",2.56666666666667,0.38961038961039
"2033",2715,2018-09-02,"1",1899-12-31 09:05:00,1899-12-31 11:39:00,19,11,NA,"Bidens alba","Apis mellifera",NA,1,NA,"backdune","Ricardo Rodriguez, Josue Gonzalez, Alec Moreira, Nicole Martinez, James Ackerman, Katherine Grossman, Sarah Cabiya, Amanda Figueroa, Adriana de Jesus",2018,9,2,"after","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","non-native","native",2.56666666666667,0.38961038961039
"2034",2716,2018-09-02,"1",1899-12-31 09:05:00,1899-12-31 11:39:00,19,11,NA,"Bidens alba","Apis mellifera",NA,1,NA,"backdune","Ricardo Rodriguez, Josue Gonzalez, Alec Moreira, Nicole Martinez, James Ackerman, Katherine Grossman, Sarah Cabiya, Amanda Figueroa, Adriana de Jesus",2018,9,2,"after","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","non-native","native",2.56666666666667,0.38961038961039
"2035",2717,2018-09-02,"1",1899-12-31 09:05:00,1899-12-31 11:39:00,19,11,NA,"Bidens alba","Apis mellifera",NA,1,NA,"backdune","Ricardo Rodriguez, Josue Gonzalez, Alec Moreira, Nicole Martinez, James Ackerman, Katherine Grossman, Sarah Cabiya, Amanda Figueroa, Adriana de Jesus",2018,9,2,"after","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","non-native","native",2.56666666666667,0.38961038961039
"2036",2718,2018-09-02,"1",1899-12-31 09:05:00,1899-12-31 11:39:00,19,11,NA,"Bidens alba","Apis mellifera",NA,1,NA,"backdune","Ricardo Rodriguez, Josue Gonzalez, Alec Moreira, Nicole Martinez, James Ackerman, Katherine Grossman, Sarah Cabiya, Amanda Figueroa, Adriana de Jesus",2018,9,2,"after","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","non-native","native",2.56666666666667,0.38961038961039
"2037",2719,2018-09-02,"1",1899-12-31 09:05:00,1899-12-31 11:39:00,19,11,NA,"Bidens alba","Campsomeris trifasciata",NA,1,NA,"backdune","Ricardo Rodriguez, Josue Gonzalez, Alec Moreira, Nicole Martinez, James Ackerman, Katherine Grossman, Sarah Cabiya, Amanda Figueroa, Adriana de Jesus",2018,9,2,"after","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","wasp","native","native",2.56666666666667,0.38961038961039
"2038",2720,2018-09-02,"1",1899-12-31 09:05:00,1899-12-31 11:39:00,19,11,NA,"Bidens alba","Campsomeris trifasciata",NA,1,NA,"backdune","Ricardo Rodriguez, Josue Gonzalez, Alec Moreira, Nicole Martinez, James Ackerman, Katherine Grossman, Sarah Cabiya, Amanda Figueroa, Adriana de Jesus",2018,9,2,"after","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","wasp","native","native",2.56666666666667,0.38961038961039
"2039",2721,2018-09-02,"1",1899-12-31 09:05:00,1899-12-31 11:39:00,19,11,NA,"Bidens alba","Campsomeris trifasciata",NA,1,NA,"backdune","Ricardo Rodriguez, Josue Gonzalez, Alec Moreira, Nicole Martinez, James Ackerman, Katherine Grossman, Sarah Cabiya, Amanda Figueroa, Adriana de Jesus",2018,9,2,"after","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","wasp","native","native",2.56666666666667,0.38961038961039
"2040",2722,2018-09-02,"1",1899-12-31 09:05:00,1899-12-31 11:39:00,19,11,NA,"Bidens alba","Campsomeris trifasciata",NA,1,NA,"backdune","Ricardo Rodriguez, Josue Gonzalez, Alec Moreira, Nicole Martinez, James Ackerman, Katherine Grossman, Sarah Cabiya, Amanda Figueroa, Adriana de Jesus",2018,9,2,"after","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","wasp","native","native",2.56666666666667,0.38961038961039
"2041",2723,2018-09-02,"1",1899-12-31 09:05:00,1899-12-31 11:39:00,19,11,NA,"Bidens alba","Apis mellifera",NA,1,NA,"backdune","Ricardo Rodriguez, Josue Gonzalez, Alec Moreira, Nicole Martinez, James Ackerman, Katherine Grossman, Sarah Cabiya, Amanda Figueroa, Adriana de Jesus",2018,9,2,"after","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","non-native","native",2.56666666666667,0.38961038961039
"2042",2724,2018-09-02,"1",1899-12-31 09:05:00,1899-12-31 11:39:00,19,11,NA,"Bidens alba","Apis mellifera",NA,1,NA,"backdune","Ricardo Rodriguez, Josue Gonzalez, Alec Moreira, Nicole Martinez, James Ackerman, Katherine Grossman, Sarah Cabiya, Amanda Figueroa, Adriana de Jesus",2018,9,2,"after","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","non-native","native",2.56666666666667,0.38961038961039
"2043",2725,2018-09-02,"1",1899-12-31 09:05:00,1899-12-31 11:39:00,19,11,NA,"Bidens alba","Apis mellifera",NA,4,NA,"backdune","Ricardo Rodriguez, Josue Gonzalez, Alec Moreira, Nicole Martinez, James Ackerman, Katherine Grossman, Sarah Cabiya, Amanda Figueroa, Adriana de Jesus",2018,9,2,"after","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","non-native","native",2.56666666666667,1.55844155844156
"2044",2726,2018-09-02,"1",1899-12-31 09:05:00,1899-12-31 11:39:00,19,11,NA,"Bidens alba","Apis mellifera",NA,1,NA,"backdune","Ricardo Rodriguez, Josue Gonzalez, Alec Moreira, Nicole Martinez, James Ackerman, Katherine Grossman, Sarah Cabiya, Amanda Figueroa, Adriana de Jesus",2018,9,2,"after","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","non-native","native",2.56666666666667,0.38961038961039
"2045",2727,2018-09-02,"1",1899-12-31 09:05:00,1899-12-31 11:39:00,19,11,NA,"Bidens alba","Apis mellifera",NA,1,NA,"backdune","Ricardo Rodriguez, Josue Gonzalez, Alec Moreira, Nicole Martinez, James Ackerman, Katherine Grossman, Sarah Cabiya, Amanda Figueroa, Adriana de Jesus",2018,9,2,"after","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","non-native","native",2.56666666666667,0.38961038961039
"2046",2728,2018-09-02,"1",1899-12-31 09:05:00,1899-12-31 11:39:00,19,11,NA,"Bidens alba","Chrysomelidae",NA,3,NA,"backdune","Ricardo Rodriguez, Josue Gonzalez, Alec Moreira, Nicole Martinez, James Ackerman, Katherine Grossman, Sarah Cabiya, Amanda Figueroa, Adriana de Jesus",2018,9,2,"after","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","beetle","unknown","native",2.56666666666667,1.16883116883117
"2047",2729,2018-09-02,"1",1899-12-31 09:05:00,1899-12-31 11:39:00,19,11,NA,"Bidens alba","Apis mellifera",NA,1,NA,"backdune","Ricardo Rodriguez, Josue Gonzalez, Alec Moreira, Nicole Martinez, James Ackerman, Katherine Grossman, Sarah Cabiya, Amanda Figueroa, Adriana de Jesus",2018,9,2,"after","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","non-native","native",2.56666666666667,0.38961038961039
"2048",2730,2018-09-02,"1",1899-12-31 09:05:00,1899-12-31 11:39:00,19,11,NA,"Bidens alba","Campsomeris trifasciata",NA,3,NA,"backdune","Ricardo Rodriguez, Josue Gonzalez, Alec Moreira, Nicole Martinez, James Ackerman, Katherine Grossman, Sarah Cabiya, Amanda Figueroa, Adriana de Jesus",2018,9,2,"after","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","wasp","native","native",2.56666666666667,1.16883116883117
"2049",2731,2018-09-02,"1",1899-12-31 09:05:00,1899-12-31 11:39:00,19,12,NA,"Ipomoea pes-caprae","Campsomeris trifasciata",NA,3,5,"foredune","Ricardo Rodriguez, Josue Gonzalez, Alec Moreira, Nicole Martinez, James Ackerman, Katherine Grossman, Sarah Cabiya, Amanda Figueroa, Adriana de Jesus",2018,9,2,"after","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","wasp","native","non-native",2.56666666666667,1.16883116883117
"2050",2732,2018-09-02,"1",1899-12-31 09:05:00,1899-12-31 11:39:00,19,12,NA,"Ipomoea pes-caprae","Campsomeris dorsata",NA,2,5,"foredune","Ricardo Rodriguez, Josue Gonzalez, Alec Moreira, Nicole Martinez, James Ackerman, Katherine Grossman, Sarah Cabiya, Amanda Figueroa, Adriana de Jesus",2018,9,2,"after","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","wasp","native","non-native",2.56666666666667,0.779220779220779
"2051",2733,2018-09-02,"1",1899-12-31 09:05:00,1899-12-31 11:39:00,19,12,NA,"Ipomoea pes-caprae","Campsomeris dorsata",NA,2,5,"foredune","Ricardo Rodriguez, Josue Gonzalez, Alec Moreira, Nicole Martinez, James Ackerman, Katherine Grossman, Sarah Cabiya, Amanda Figueroa, Adriana de Jesus",2018,9,2,"after","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","wasp","native","non-native",2.56666666666667,0.779220779220779
